DATE,TIME_M,EX,SYM_ROOT,SYM_SUFFIX,SIZE,PRICE
2023-12-20,14:12:04.864925421,Q,CLNE,,63,3.66
2023-12-20,14:12:04.866028278,V,CLNE,,100,3.655
2023-12-20,14:12:06.840015248,K,CLNE,,18,3.655
2023-12-20,14:12:11.512292705,D,CLNE,,100,3.6525
2023-12-20,14:12:15.762704129,K,CLNE,,15,3.655
2023-12-20,14:12:20.994054227,K,CLNE,,5,3.655
2023-12-20,14:12:27.784141440,D,CLNE,,100,3.655
2023-12-20,14:12:37.345574810,K,CLNE,,13,3.655
2023-12-20,14:12:38.056664181,K,CLNE,,100,3.655
2023-12-20,14:12:42.393436076,J,CLNE,,200,3.66
2023-12-20,14:12:42.393716753,C,CLNE,,107,3.66
2023-12-20,14:12:51.197878044,D,CLNE,,1,3.66
2023-12-20,14:12:52.548365829,D,CLNE,,100,3.655
2023-12-20,14:12:59.084482825,D,CLNE,,100,3.655
2023-12-20,14:12:59.087276579,D,CLNE,,20,3.655
2023-12-20,14:12:59.561667185,Z,CLNE,,100,3.655
2023-12-20,14:12:59.597416188,D,CLNE,,100,3.655
2023-12-20,14:13:04.815949655,D,CLNE,,60,3.66
2023-12-20,14:13:11.142150762,D,CLNE,,100,3.66
2023-12-20,14:13:17.615452666,D,CLNE,,273,3.655
2023-12-20,14:13:17.775182412,D,CLNE,,1,3.655
2023-12-20,14:13:17.869023813,D,CLNE,,129,3.6512
2023-12-20,14:13:18.115124304,D,CLNE,,1,3.6512
2023-12-20,14:13:22.155836129,D,CLNE,,100,3.65
2023-12-20,14:13:30.841714945,D,CLNE,,100,3.655
2023-12-20,14:13:32.134221798,D,CLNE,,1,3.6512
2023-12-20,14:13:32.380391799,D,CLNE,,1,3.6512
2023-12-20,14:13:44.978648207,Q,CLNE,,19,3.655
2023-12-20,14:13:44.978649702,Q,CLNE,,81,3.655
2023-12-20,14:13:45.042799435,Q,CLNE,,300,3.655
2023-12-20,14:13:45.042849906,Z,CLNE,,100,3.655
2023-12-20,14:13:45.042854659,Z,CLNE,,100,3.655
2023-12-20,14:13:45.042859340,Z,CLNE,,100,3.655
2023-12-20,14:13:45.042863800,K,CLNE,,100,3.655
2023-12-20,14:13:45.042868179,K,CLNE,,100,3.655
2023-12-20,14:13:45.042870159,K,CLNE,,100,3.655
2023-12-20,14:13:45.043203546,N,CLNE,,100,3.655
2023-12-20,14:13:45.043207198,P,CLNE,,100,3.655
2023-12-20,14:13:45.043207327,P,CLNE,,200,3.655
2023-12-20,14:13:45.043274745,Q,CLNE,,5,3.655
2023-12-20,14:13:45.043274836,Q,CLNE,,37,3.66
2023-12-20,14:13:45.043276800,Q,CLNE,,100,3.66
2023-12-20,14:13:45.043276895,Q,CLNE,,11,3.66
2023-12-20,14:13:45.043287647,Q,CLNE,,77,3.66
2023-12-20,14:13:45.043287730,Q,CLNE,,600,3.66
2023-12-20,14:13:45.043287812,Q,CLNE,,100,3.66
2023-12-20,14:13:45.043287916,Q,CLNE,,100,3.66
2023-12-20,14:13:45.043296424,Q,CLNE,,300,3.66
2023-12-20,14:13:45.043300268,Q,CLNE,,200,3.66
2023-12-20,14:13:45.043300373,Q,CLNE,,49,3.66
2023-12-20,14:13:45.043300487,Q,CLNE,,100,3.66
2023-12-20,14:13:45.043304480,Q,CLNE,,100,3.66
2023-12-20,14:13:45.043309421,Q,CLNE,,300,3.66
2023-12-20,14:13:45.043312023,Q,CLNE,,795,3.66
2023-12-20,14:13:45.043337371,U,CLNE,,108,3.66
2023-12-20,14:13:45.043340311,Q,CLNE,,5,3.66
2023-12-20,14:13:45.043344614,Z,CLNE,,100,3.66
2023-12-20,14:13:45.043353897,Z,CLNE,,18,3.66
2023-12-20,14:13:45.043353992,Z,CLNE,,100,3.66
2023-12-20,14:13:45.043358568,Z,CLNE,,100,3.66
2023-12-20,14:13:45.043366025,Z,CLNE,,100,3.66
2023-12-20,14:13:45.043367868,Z,CLNE,,100,3.66
2023-12-20,14:13:45.043373624,Z,CLNE,,100,3.66
2023-12-20,14:13:45.043377852,Z,CLNE,,200,3.66
2023-12-20,14:13:45.043468128,K,CLNE,,7,3.655
2023-12-20,14:13:45.043556165,Q,CLNE,,65,3.66
2023-12-20,14:13:45.043556622,X,CLNE,,38,3.66
2023-12-20,14:13:45.043621258,K,CLNE,,11,3.66
2023-12-20,14:13:45.043625488,K,CLNE,,200,3.66
2023-12-20,14:13:45.043628759,K,CLNE,,377,3.66
2023-12-20,14:13:45.043633195,K,CLNE,,157,3.66
2023-12-20,14:13:45.043655607,K,CLNE,,43,3.66
2023-12-20,14:13:45.043674445,K,CLNE,,100,3.66
2023-12-20,14:13:45.043687556,Q,CLNE,,30,3.66
2023-12-20,14:13:45.043689183,Q,CLNE,,200,3.66
2023-12-20,14:13:45.043700088,U,CLNE,,100,3.66
2023-12-20,14:13:45.043700191,U,CLNE,,100,3.66
2023-12-20,14:13:45.043700280,U,CLNE,,18,3.66
2023-12-20,14:13:45.043700488,U,CLNE,,100,3.66
2023-12-20,14:13:45.043708353,U,CLNE,,100,3.66
2023-12-20,14:13:45.043710774,U,CLNE,,17,3.66
2023-12-20,14:13:45.043761446,H,CLNE,,300,3.66
2023-12-20,14:13:45.043761531,H,CLNE,,300,3.66
2023-12-20,14:13:45.044017192,Z,CLNE,,7,3.66
2023-12-20,14:13:45.044079011,H,CLNE,,200,3.66
2023-12-20,14:13:45.044084255,P,CLNE,,400,3.66
2023-12-20,14:13:45.044084390,P,CLNE,,100,3.66
2023-12-20,14:13:45.044696019,V,CLNE,,600,3.66
2023-12-20,14:13:45.563807935,D,CLNE,,100,3.665
2023-12-20,14:13:45.999484079,D,CLNE,,100,3.665
2023-12-20,14:13:47.154878546,K,CLNE,,100,3.665
2023-12-20,14:13:47.154884044,K,CLNE,,6,3.665
2023-12-20,14:13:47.154887214,K,CLNE,,10,3.665
2023-12-20,14:13:47.154983687,K,CLNE,,100,3.665
2023-12-20,14:13:47.155071439,K,CLNE,,84,3.665
2023-12-20,14:13:47.279612697,K,CLNE,,12,3.665
2023-12-20,14:13:47.279802749,K,CLNE,,12,3.665
2023-12-20,14:13:47.698756667,K,CLNE,,10,3.665
2023-12-20,14:13:48.057396775,K,CLNE,,66,3.665
2023-12-20,14:13:48.065875236,K,CLNE,,34,3.665
2023-12-20,14:13:48.065878969,K,CLNE,,8,3.665
2023-12-20,14:13:48.065970506,K,CLNE,,58,3.665
2023-12-20,14:13:48.072833611,K,CLNE,,42,3.665
2023-12-20,14:13:48.165185641,K,CLNE,,100,3.665
2023-12-20,14:13:48.288232700,U,CLNE,,100,3.665
2023-12-20,14:13:56.172297981,D,CLNE,,2,3.6612
2023-12-20,14:14:07.615018431,K,CLNE,,58,3.665
2023-12-20,14:14:07.620971123,K,CLNE,,6,3.665
2023-12-20,14:14:15.342768646,D,CLNE,,100,3.665
2023-12-20,14:14:15.343257138,K,CLNE,,5,3.665
2023-12-20,14:14:16.630821388,D,CLNE,,100,3.665
2023-12-20,14:14:16.631499679,D,CLNE,,100,3.665
2023-12-20,14:14:16.646044557,D,CLNE,,100,3.665
2023-12-20,14:14:21.468249343,D,CLNE,,5,3.6612
2023-12-20,14:14:21.713148288,D,CLNE,,1,3.6612
2023-12-20,14:14:35.384951601,J,CLNE,,20,3.67
2023-12-20,14:14:35.384956669,J,CLNE,,5,3.67
2023-12-20,14:14:35.384960266,J,CLNE,,12,3.67
2023-12-20,14:14:35.385456656,K,CLNE,,5,3.665
2023-12-20,14:14:35.385792670,D,CLNE,,1,3.665
2023-12-20,14:14:35.386780009,D,CLNE,,200,3.665
2023-12-20,14:14:35.531457301,D,CLNE,,100,3.665
2023-12-20,14:14:37.724086270,Q,CLNE,,4,3.665
2023-12-20,14:14:37.731306065,Q,CLNE,,5,3.665
2023-12-20,14:14:46.263037656,K,CLNE,,100,3.665
2023-12-20,14:14:46.263046325,K,CLNE,,100,3.665
2023-12-20,14:14:46.263051069,K,CLNE,,109,3.665
2023-12-20,14:14:49.631425928,D,CLNE,,100,3.665
2023-12-20,14:15:15.644911432,D,CLNE,,13,3.6603
2023-12-20,14:15:18.625000874,J,CLNE,,200,3.66
2023-12-20,14:15:30.663050307,J,CLNE,,100,3.66
2023-12-20,14:15:42.331812664,D,CLNE,,22,3.6608
2023-12-20,14:16:09.406640107,D,CLNE,,94,3.6594
2023-12-20,14:16:39.696324361,D,CLNE,,200,3.665
2023-12-20,14:16:39.696583534,D,CLNE,,100,3.665
2023-12-20,14:16:39.696792019,D,CLNE,,100,3.665
2023-12-20,14:16:39.697033892,D,CLNE,,100,3.665
2023-12-20,14:16:39.697238669,D,CLNE,,400,3.665
2023-12-20,14:16:39.721800372,D,CLNE,,100,3.6699
2023-12-20,14:16:40.443407819,K,CLNE,,100,3.665
2023-12-20,14:16:42.431969983,K,CLNE,,60,3.66
2023-12-20,14:16:42.431973605,K,CLNE,,40,3.66
2023-12-20,14:16:48.444045340,D,CLNE,,100,3.665
2023-12-20,14:16:51.802908227,D,CLNE,,3,3.66
2023-12-20,14:16:51.803006277,D,CLNE,,97,3.66
2023-12-20,14:17:00.750384237,D,CLNE,,10,3.665
2023-12-20,14:17:03.465397919,D,CLNE,,100,3.665
2023-12-20,14:17:17.446301035,D,CLNE,,100,3.66
2023-12-20,14:18:02.718774199,D,CLNE,,300,3.66
2023-12-20,14:18:02.762010087,D,CLNE,,100,3.66
2023-12-20,14:18:02.762058330,D,CLNE,,225,3.66
2023-12-20,14:18:11.224268250,D,CLNE,,7,3.67
2023-12-20,14:18:26.077778266,D,CLNE,,100,3.665
2023-12-20,14:18:26.078940590,D,CLNE,,100,3.665
2023-12-20,14:18:27.557320725,D,CLNE,,100,3.6585
2023-12-20,14:18:36.800372470,D,CLNE,,300,3.66
2023-12-20,14:18:43.210438134,D,CLNE,,5,3.6612
2023-12-20,14:18:44.168696736,D,CLNE,,100,3.665
2023-12-20,14:18:45.700584243,D,CLNE,,200,3.66
2023-12-20,14:18:45.702785450,N,CLNE,,100,3.66
2023-12-20,14:18:53.123189782,D,CLNE,,85,3.6626
2023-12-20,14:18:54.153595376,D,CLNE,,200,3.66
2023-12-20,14:18:54.153889043,D,CLNE,,200,3.66
2023-12-20,14:18:54.153980937,D,CLNE,,200,3.66
2023-12-20,14:18:54.154087485,D,CLNE,,1,3.66
2023-12-20,14:18:54.154257072,D,CLNE,,100,3.66
2023-12-20,14:18:54.154511393,D,CLNE,,1,3.66
2023-12-20,14:18:54.154545264,D,CLNE,,200,3.6601
2023-12-20,14:18:54.154975718,D,CLNE,,1,3.6601
2023-12-20,14:18:54.155069770,D,CLNE,,100,3.6601
2023-12-20,14:18:54.155093725,X,CLNE,,43,3.66
2023-12-20,14:18:54.155134204,Q,CLNE,,42,3.66
2023-12-20,14:18:54.155136709,Q,CLNE,,100,3.66
2023-12-20,14:18:54.155139173,Q,CLNE,,200,3.66
2023-12-20,14:18:54.155144786,Q,CLNE,,100,3.66
2023-12-20,14:18:54.155144865,Q,CLNE,,13,3.66
2023-12-20,14:18:54.155149144,Q,CLNE,,100,3.66
2023-12-20,14:18:54.155149233,Q,CLNE,,13,3.66
2023-12-20,14:18:54.155155255,Q,CLNE,,100,3.66
2023-12-20,14:18:54.155155342,Q,CLNE,,14,3.66
2023-12-20,14:18:54.155158148,Q,CLNE,,100,3.66
2023-12-20,14:18:54.155159860,Q,CLNE,,100,3.66
2023-12-20,14:18:54.155212200,U,CLNE,,100,3.66
2023-12-20,14:18:54.155212295,U,CLNE,,100,3.66
2023-12-20,14:18:54.155212373,U,CLNE,,100,3.66
2023-12-20,14:18:54.155220309,K,CLNE,,100,3.66
2023-12-20,14:18:54.155226527,Q,CLNE,,100,3.66
2023-12-20,14:18:54.155229050,Q,CLNE,,100,3.66
2023-12-20,14:18:54.155230588,Q,CLNE,,100,3.66
2023-12-20,14:18:54.155232281,Q,CLNE,,100,3.66
2023-12-20,14:18:54.155243167,Z,CLNE,,100,3.66
2023-12-20,14:18:54.155373656,Q,CLNE,,110,3.66
2023-12-20,14:18:54.155379876,Q,CLNE,,83,3.66
2023-12-20,14:18:54.155381364,H,CLNE,,100,3.66
2023-12-20,14:18:54.155381474,H,CLNE,,13,3.66
2023-12-20,14:18:54.155381647,H,CLNE,,100,3.66
2023-12-20,14:18:54.155381819,H,CLNE,,300,3.66
2023-12-20,14:18:54.155391160,D,CLNE,,200,3.6601
2023-12-20,14:18:54.155392293,H,CLNE,,100,3.66
2023-12-20,14:18:54.155455782,H,CLNE,,100,3.66
2023-12-20,14:18:54.155455878,H,CLNE,,100,3.66
2023-12-20,14:18:54.155473743,P,CLNE,,100,3.66
2023-12-20,14:18:54.155473846,P,CLNE,,11,3.66
2023-12-20,14:18:54.155475709,P,CLNE,,100,3.66
2023-12-20,14:18:54.155475895,D,CLNE,,200,3.6601
2023-12-20,14:18:54.155504178,N,CLNE,,300,3.66
2023-12-20,14:18:54.155801168,D,CLNE,,100,3.6601
2023-12-20,14:18:54.155833956,U,CLNE,,200,3.66
2023-12-20,14:18:54.155935629,D,CLNE,,200,3.66
2023-12-20,14:18:54.155944743,D,CLNE,,1,3.6601
2023-12-20,14:18:54.155969405,K,CLNE,,75,3.66
2023-12-20,14:18:54.155979081,K,CLNE,,25,3.66
2023-12-20,14:18:54.155989123,K,CLNE,,75,3.66
2023-12-20,14:18:54.155997143,K,CLNE,,25,3.66
2023-12-20,14:18:54.156017672,K,CLNE,,75,3.66
2023-12-20,14:18:54.156211107,D,CLNE,,100,3.6601
2023-12-20,14:18:54.156630425,D,CLNE,,100,3.6601
2023-12-20,14:18:54.156725518,D,CLNE,,100,3.6601
2023-12-20,14:18:54.157039929,D,CLNE,,100,3.6601
2023-12-20,14:18:54.157121744,D,CLNE,,100,3.6601
2023-12-20,14:18:54.157445429,D,CLNE,,100,3.6601
2023-12-20,14:18:54.157526244,D,CLNE,,13,3.6601
2023-12-20,14:18:54.157849606,D,CLNE,,100,3.6601
2023-12-20,14:18:54.157929463,D,CLNE,,300,3.6601
2023-12-20,14:18:54.158259363,D,CLNE,,100,3.6601
2023-12-20,14:18:54.158337817,D,CLNE,,100,3.6601
2023-12-20,14:18:54.158663332,D,CLNE,,100,3.6601
2023-12-20,14:18:54.160279351,Q,CLNE,,100,3.66
2023-12-20,14:18:54.160281037,Q,CLNE,,100,3.66
2023-12-20,14:18:54.160282869,Q,CLNE,,100,3.66
2023-12-20,14:18:54.160284646,Q,CLNE,,100,3.66
2023-12-20,14:18:54.160291176,Q,CLNE,,100,3.66
2023-12-20,14:18:54.160291347,Q,CLNE,,100,3.66
2023-12-20,14:18:54.160292351,Q,CLNE,,449,3.66
2023-12-20,14:18:54.160707168,Q,CLNE,,100,3.66
2023-12-20,14:18:54.161097708,P,CLNE,,600,3.66
2023-12-20,14:18:54.161097787,P,CLNE,,100,3.66
2023-12-20,14:18:54.161097977,P,CLNE,,100,3.66
2023-12-20,14:18:54.161098184,P,CLNE,,100,3.66
2023-12-20,14:18:54.161100039,N,CLNE,,700,3.66
2023-12-20,14:18:54.161105648,A,CLNE,,200,3.66
2023-12-20,14:18:54.161108536,P,CLNE,,100,3.66
2023-12-20,14:18:54.161249986,V,CLNE,,100,3.66
2023-12-20,14:18:54.161268732,J,CLNE,,200,3.66
2023-12-20,14:18:54.161279056,Q,CLNE,,200,3.66
2023-12-20,14:18:54.161280658,Q,CLNE,,100,3.66
2023-12-20,14:18:54.161358237,J,CLNE,,200,3.66
2023-12-20,14:18:54.161440712,J,CLNE,,200,3.66
2023-12-20,14:18:54.167703181,D,CLNE,,100,3.66
2023-12-20,14:18:54.167917924,D,CLNE,,100,3.66
2023-12-20,14:18:54.167938338,D,CLNE,,100,3.66
2023-12-20,14:18:54.168094185,D,CLNE,,81,3.66
2023-12-20,14:18:54.168246451,D,CLNE,,100,3.66
2023-12-20,14:18:54.168316505,D,CLNE,,100,3.66
2023-12-20,14:18:54.168536942,D,CLNE,,119,3.66
2023-12-20,14:18:54.168670446,D,CLNE,,100,3.66
2023-12-20,14:18:54.175747067,D,CLNE,,100,3.66
2023-12-20,14:18:54.197697190,Q,CLNE,,42,3.66
2023-12-20,14:18:56.171315150,D,CLNE,,1,3.6612
2023-12-20,14:19:11.642635900,D,CLNE,,1,3.66
2023-12-20,14:19:14.379625751,D,CLNE,,275,3.6632
2023-12-20,14:20:25.809052507,D,CLNE,,78,3.6606
2023-12-20,14:20:32.472030935,D,CLNE,,100,3.66
2023-12-20,14:20:32.563279455,D,CLNE,,200,3.6601
2023-12-20,14:20:32.647548960,D,CLNE,,100,3.66
2023-12-20,14:20:32.976274054,Q,CLNE,,100,3.66
2023-12-20,14:20:32.976275722,Q,CLNE,,83,3.66
2023-12-20,14:20:32.976502957,Q,CLNE,,17,3.66
2023-12-20,14:20:32.976503147,X,CLNE,,13,3.66
2023-12-20,14:20:32.976503766,Q,CLNE,,98,3.66
2023-12-20,14:20:32.976503954,X,CLNE,,13,3.66
2023-12-20,14:20:32.976595949,K,CLNE,,100,3.66
2023-12-20,14:20:32.976600920,K,CLNE,,71,3.66
2023-12-20,14:20:32.976602222,U,CLNE,,100,3.66
2023-12-20,14:20:32.976605637,N,CLNE,,500,3.66
2023-12-20,14:20:32.976616867,Z,CLNE,,200,3.66
2023-12-20,14:20:32.976627229,K,CLNE,,29,3.66
2023-12-20,14:20:32.976765724,H,CLNE,,200,3.66
2023-12-20,14:20:32.976894077,P,CLNE,,200,3.66
2023-12-20,14:20:32.976894159,P,CLNE,,19,3.66
2023-12-20,14:20:32.977125317,D,CLNE,,100,3.66
2023-12-20,14:20:32.977173958,D,CLNE,,100,3.66
2023-12-20,14:20:32.977348096,D,CLNE,,100,3.66
2023-12-20,14:20:32.977688240,K,CLNE,,100,3.655
2023-12-20,14:20:32.977717001,D,CLNE,,100,3.655
2023-12-20,14:20:32.977744404,K,CLNE,,100,3.655
2023-12-20,14:20:32.977756437,K,CLNE,,100,3.655
2023-12-20,14:20:32.977771476,K,CLNE,,100,3.655
2023-12-20,14:20:32.977947752,D,CLNE,,100,3.655
2023-12-20,14:20:32.997743635,D,CLNE,,49,3.655
2023-12-20,14:20:33.035427763,D,CLNE,,100,3.66
2023-12-20,14:20:33.078240303,D,CLNE,,100,3.655
2023-12-20,14:20:33.079338434,K,CLNE,,100,3.655
2023-12-20,14:20:33.194722221,K,CLNE,,100,3.655
2023-12-20,14:20:33.491667839,D,CLNE,,100,3.655
2023-12-20,14:20:33.991521300,D,CLNE,,100,3.655
2023-12-20,14:20:34.565833811,D,CLNE,,100,3.655
2023-12-20,14:20:34.565923708,D,CLNE,,56,3.655
2023-12-20,14:20:34.567135795,D,CLNE,,400,3.655
2023-12-20,14:20:38.710118932,Q,CLNE,,13,3.655
2023-12-20,14:20:38.710119028,Q,CLNE,,87,3.655
2023-12-20,14:20:44.254148463,K,CLNE,,100,3.655
2023-12-20,14:20:44.262920786,K,CLNE,,100,3.655
2023-12-20,14:20:44.728509003,K,CLNE,,100,3.655
2023-12-20,14:20:44.744400807,U,CLNE,,100,3.655
2023-12-20,14:20:45.135823579,U,CLNE,,100,3.655
2023-12-20,14:20:49.644756850,K,CLNE,,100,3.655
2023-12-20,14:20:51.687371601,K,CLNE,,99,3.655
2023-12-20,14:20:52.701641893,Z,CLNE,,100,3.655
2023-12-20,14:20:52.702042700,K,CLNE,,100,3.655
2023-12-20,14:21:22.928877391,D,CLNE,,4,3.6535
2023-12-20,14:21:49.790877185,D,CLNE,,3,3.655
2023-12-20,14:22:02.928886991,D,CLNE,,3,3.65
2023-12-20,14:22:18.664767189,D,CLNE,,1,3.655
2023-12-20,14:22:23.463497177,J,CLNE,,165,3.65
2023-12-20,14:22:37.221301121,D,CLNE,,100,3.655
2023-12-20,14:22:37.221979785,Q,CLNE,,1,3.655
2023-12-20,14:22:37.222131254,D,CLNE,,100,3.655
2023-12-20,14:22:50.194314434,C,CLNE,,7,3.66
2023-12-20,14:22:50.194385573,J,CLNE,,5,3.66
2023-12-20,14:22:50.194390353,J,CLNE,,200,3.66
2023-12-20,14:22:50.194395298,J,CLNE,,17,3.66
2023-12-20,14:22:50.194616969,K,CLNE,,100,3.655
2023-12-20,14:22:50.194681844,J,CLNE,,24,3.66
2023-12-20,14:22:50.194719982,K,CLNE,,8,3.655
2023-12-20,14:22:50.195001116,Q,CLNE,,18,3.655
2023-12-20,14:22:50.195083478,Y,CLNE,,6,3.66
2023-12-20,14:22:50.195410279,B,CLNE,,18,3.66
2023-12-20,14:22:50.221784094,V,CLNE,,11,3.66
2023-12-20,14:22:50.221808496,V,CLNE,,89,3.66
2023-12-20,14:22:50.223156516,D,CLNE,,100,3.655
2023-12-20,14:22:50.223324346,D,CLNE,,43,3.655
2023-12-20,14:22:50.224760329,D,CLNE,,100,3.655
2023-12-20,14:22:50.224821018,U,CLNE,,300,3.655
2023-12-20,14:22:50.225009521,J,CLNE,,200,3.66
2023-12-20,14:22:50.225217965,J,CLNE,,200,3.66
2023-12-20,14:22:50.226515333,D,CLNE,,6,3.655
2023-12-20,14:22:50.235030101,Q,CLNE,,100,3.655
2023-12-20,14:22:50.325988676,K,CLNE,,100,3.655
2023-12-20,14:22:50.328070969,D,CLNE,,13,3.655
2023-12-20,14:22:50.388010475,U,CLNE,,100,3.655
2023-12-20,14:22:50.394351316,U,CLNE,,100,3.655
2023-12-20,14:22:50.400240922,U,CLNE,,100,3.655
2023-12-20,14:22:50.406336138,U,CLNE,,100,3.655
2023-12-20,14:22:50.412797512,U,CLNE,,100,3.655
2023-12-20,14:22:50.418832947,U,CLNE,,100,3.655
2023-12-20,14:22:50.691098385,K,CLNE,,100,3.655
2023-12-20,14:22:50.865282972,K,CLNE,,100,3.655
2023-12-20,14:22:50.986148919,K,CLNE,,100,3.655
2023-12-20,14:22:51.120485305,K,CLNE,,100,3.655
2023-12-20,14:22:55.266909557,D,CLNE,,10,3.66
2023-12-20,14:23:01.624923934,J,CLNE,,5,3.66
2023-12-20,14:23:01.624937441,J,CLNE,,500,3.66
2023-12-20,14:23:01.625334022,K,CLNE,,100,3.655
2023-12-20,14:23:01.788372054,K,CLNE,,100,3.655
2023-12-20,14:23:01.814473454,J,CLNE,,5,3.66
2023-12-20,14:23:01.895384624,K,CLNE,,100,3.655
2023-12-20,14:23:06.087094235,D,CLNE,,100,3.655
2023-12-20,14:23:09.362335968,J,CLNE,,6,3.66
2023-12-20,14:23:09.443200073,K,CLNE,,100,3.655
2023-12-20,14:23:09.492729824,J,CLNE,,5,3.66
2023-12-20,14:23:09.523366161,J,CLNE,,5,3.66
2023-12-20,14:23:09.524312208,D,CLNE,,1,3.655
2023-12-20,14:23:09.543355543,J,CLNE,,200,3.66
2023-12-20,14:23:09.543549090,K,CLNE,,100,3.655
2023-12-20,14:23:09.544263269,D,CLNE,,1,3.655
2023-12-20,14:23:09.688540938,K,CLNE,,100,3.655
2023-12-20,14:23:09.852184235,K,CLNE,,100,3.655
2023-12-20,14:23:24.907879329,D,CLNE,,10,3.655
2023-12-20,14:23:25.452040918,D,CLNE,,100,3.6503
2023-12-20,14:24:06.393867847,D,CLNE,,55,3.655
2023-12-20,14:24:19.585938959,N,CLNE,,95,3.65
2023-12-20,14:24:19.586049656,V,CLNE,,5,3.65
2023-12-20,14:24:19.758391770,D,CLNE,,200,3.66
2023-12-20,14:24:21.942137417,P,CLNE,,100,3.655
2023-12-20,14:24:21.942137508,P,CLNE,,2,3.655
2023-12-20,14:24:26.661683747,D,CLNE,,10,3.6551
2023-12-20,14:24:37.263836116,D,CLNE,,500,3.6501
2023-12-20,14:24:38.190461930,D,CLNE,,100,3.655
2023-12-20,14:24:45.157781389,Q,CLNE,,5,3.655
2023-12-20,14:24:55.433064955,N,CLNE,,100,3.65
2023-12-20,14:25:03.437050501,C,CLNE,,43,3.655
2023-12-20,14:25:05.213795383,K,CLNE,,5,3.655
2023-12-20,14:25:07.699730658,K,CLNE,,6,3.655
2023-12-20,14:25:08.862468958,D,CLNE,,100,3.65
2023-12-20,14:25:11.168440829,V,CLNE,,100,3.655
2023-12-20,14:25:15.751061573,P,CLNE,,91,3.655
2023-12-20,14:25:16.034348185,K,CLNE,,6,3.655
2023-12-20,14:25:16.330035385,Q,CLNE,,14,3.655
2023-12-20,14:25:16.330037201,Q,CLNE,,82,3.655
2023-12-20,14:25:16.330513078,K,CLNE,,6,3.655
2023-12-20,14:25:16.458397023,Q,CLNE,,18,3.655
2023-12-20,14:25:16.458399396,Q,CLNE,,46,3.655
2023-12-20,14:25:16.459018540,K,CLNE,,6,3.655
2023-12-20,14:25:16.884615963,K,CLNE,,5,3.655
2023-12-20,14:25:17.699732540,K,CLNE,,6,3.655
2023-12-20,14:25:17.864847900,D,CLNE,,93,3.6563
2023-12-20,14:25:17.865307781,K,CLNE,,6,3.655
2023-12-20,14:25:20.967578091,D,CLNE,,100,3.65
2023-12-20,14:25:26.187181418,D,CLNE,,100,3.65
2023-12-20,14:25:31.124128372,D,CLNE,,100,3.65
2023-12-20,14:25:31.124598077,K,CLNE,,5,3.655
2023-12-20,14:25:51.512033847,D,CLNE,,100,3.655
2023-12-20,14:25:56.780821356,Q,CLNE,,5,3.655
2023-12-20,14:25:56.780825557,Q,CLNE,,15,3.655
2023-12-20,14:25:56.781521335,Q,CLNE,,1,3.655
2023-12-20,14:26:02.563665098,D,CLNE,,100,3.655
2023-12-20,14:26:02.931026062,D,CLNE,,100,3.65
2023-12-20,14:26:03.756269544,D,CLNE,,1,3.655
2023-12-20,14:26:06.086177725,D,CLNE,,13,3.655
2023-12-20,14:26:08.326794598,J,CLNE,,5,3.65
2023-12-20,14:26:08.326797554,J,CLNE,,12,3.65
2023-12-20,14:26:08.327163819,V,CLNE,,83,3.65
2023-12-20,14:26:11.555596125,D,CLNE,,200,3.65
2023-12-20,14:26:37.255460022,D,CLNE,,1,3.65
2023-12-20,14:26:37.298022742,J,CLNE,,99,3.65
2023-12-20,14:26:38.523296982,J,CLNE,,1,3.65
2023-12-20,14:26:38.523301934,J,CLNE,,99,3.65
2023-12-20,14:26:42.961880038,D,CLNE,,1556,3.6588
2023-12-20,14:26:48.482862301,Q,CLNE,,95,3.655
2023-12-20,14:26:52.610857130,D,CLNE,,100,3.655
2023-12-20,14:26:52.611899177,D,CLNE,,100,3.655
2023-12-20,14:27:11.914249777,J,CLNE,,6,3.65
2023-12-20,14:27:11.914254322,J,CLNE,,5,3.65
2023-12-20,14:27:11.914619102,V,CLNE,,89,3.65
2023-12-20,14:27:14.675400106,D,CLNE,,100,3.65
2023-12-20,14:27:33.964603539,D,CLNE,,6,3.655
2023-12-20,14:27:46.769947345,J,CLNE,,100,3.65
2023-12-20,14:27:46.921394207,Q,CLNE,,5,3.655
2023-12-20,14:27:48.626697270,N,CLNE,,95,3.65
2023-12-20,14:27:48.626816829,V,CLNE,,5,3.65
2023-12-20,14:28:02.402201470,D,CLNE,,100,3.655
2023-12-20,14:28:10.424831714,X,CLNE,,13,3.65
2023-12-20,14:28:10.424832358,Q,CLNE,,400,3.65
2023-12-20,14:28:10.424834073,Q,CLNE,,2,3.65
2023-12-20,14:28:10.424834371,X,CLNE,,13,3.65
2023-12-20,14:28:10.424835963,X,CLNE,,13,3.65
2023-12-20,14:28:10.424836200,Q,CLNE,,50,3.65
2023-12-20,14:28:10.424837906,Q,CLNE,,762,3.65
2023-12-20,14:28:10.424849064,Q,CLNE,,238,3.65
2023-12-20,14:28:10.424850777,Q,CLNE,,622,3.65
2023-12-20,14:28:10.424853693,Q,CLNE,,100,3.65
2023-12-20,14:28:10.424859180,Q,CLNE,,1700,3.65
2023-12-20,14:28:10.424859281,Q,CLNE,,90,3.65
2023-12-20,14:28:10.424862373,Q,CLNE,,100,3.65
