DATE,TIME_M,EX,SYM_ROOT,SYM_SUFFIX,SIZE,PRICE
2023-12-20,7:00:00.032931613,K,CLNE,,40,3.81
2023-12-20,7:03:38.890702614,P,CLNE,,7,3.83
2023-12-20,7:03:56.128541668,K,CLNE,,300,3.81
2023-12-20,7:03:57.904327201,K,CLNE,,1000,3.81
2023-12-20,7:06:38.232341899,K,CLNE,,25,3.81
2023-12-20,7:48:25.132446734,K,CLNE,,10,3.79
2023-12-20,7:48:25.132648751,K,CLNE,,53,3.79
2023-12-20,7:48:25.132659738,K,CLNE,,10,3.8
2023-12-20,7:48:38.209775888,K,CLNE,,27,3.82
2023-12-20,8:00:01.166564911,D,CLNE,,416,3.81
2023-12-20,8:00:04.691346944,D,CLNE,,1,3.85
2023-12-20,8:00:04.806995173,D,CLNE,,6,3.7
2023-12-20,8:07:58.658571756,K,CLNE,,200,3.74
2023-12-20,8:07:58.660728538,P,CLNE,,79,3.74
2023-12-20,8:25:36.134120884,D,CLNE,,34,3.73
2023-12-20,8:36:01.573583521,D,CLNE,,1000,3.84
2023-12-20,8:36:19.090418477,D,CLNE,,2000,3.82
2023-12-20,8:41:38.518999062,D,CLNE,,50,3.82
2023-12-20,8:46:31.157301050,D,CLNE,,8000,3.82
2023-12-20,8:51:02.064699226,D,CLNE,,200,3.74
2023-12-20,8:52:00.265548330,D,CLNE,,10,3.74
2023-12-20,8:52:20.416977259,D,CLNE,,200,3.8122
2023-12-20,8:52:20.420563219,D,CLNE,,129,3.82
2023-12-20,8:56:29.154056031,D,CLNE,,5000,3.8
2023-12-20,9:06:35.866887040,D,CLNE,,3,3.82
2023-12-20,9:10:08.126299771,D,CLNE,,2,3.8
2023-12-20,9:16:46.693204676,D,CLNE,,2,3.82
2023-12-20,9:18:04.696176620,D,CLNE,,4,3.8076
2023-12-20,9:20:33.361576612,D,CLNE,,1000,3.78
2023-12-20,9:22:30.779258568,D,CLNE,,10,3.75
2023-12-20,9:24:09.919579831,D,CLNE,,3,3.8
2023-12-20,9:27:59.576013030,B,CLNE,,139,3.8
2023-12-20,9:28:15.373337094,D,CLNE,,100,3.75
2023-12-20,9:28:15.373464443,D,CLNE,,100,3.7501
2023-12-20,9:30:00.429821160,D,CLNE,,1,3.78
2023-12-20,9:30:00.745892899,P,CLNE,,3,3.75
2023-12-20,9:30:00.745894709,P,CLNE,,3,3.75
2023-12-20,9:30:00.772661079,D,CLNE,,1,3.78
2023-12-20,9:30:00.882370498,D,CLNE,,1,3.78
2023-12-20,9:30:00.959953188,Q,CLNE,,3,3.8
2023-12-20,9:30:01.018208488,D,CLNE,,1,3.78
2023-12-20,9:30:01.528549782,Q,CLNE,,48004,3.75
2023-12-20,9:30:01.528561734,Q,CLNE,,48004,3.75
2023-12-20,9:30:02.044833660,D,CLNE,,1,3.804
2023-12-20,9:30:02.268174115,D,CLNE,,20,3.75
2023-12-20,9:30:02.474257803,D,CLNE,,1,3.78
2023-12-20,9:30:02.627066835,Q,CLNE,,100,3.75
2023-12-20,9:30:02.627637588,P,CLNE,,97,3.75
2023-12-20,9:30:02.627713575,Q,CLNE,,180,3.75
2023-12-20,9:30:02.627996848,U,CLNE,,100,3.74
2023-12-20,9:30:03.925815795,D,CLNE,,1,3.75
2023-12-20,9:30:03.925894103,Q,CLNE,,167,3.74
2023-12-20,9:30:03.925895277,Q,CLNE,,13,3.74
2023-12-20,9:30:03.925897858,Q,CLNE,,100,3.74
2023-12-20,9:30:03.926263703,Q,CLNE,,167,3.73
2023-12-20,9:30:03.926266154,Q,CLNE,,100,3.73
2023-12-20,9:30:03.926283127,K,CLNE,,50,3.73
2023-12-20,9:30:03.926286505,K,CLNE,,12,3.73
2023-12-20,9:30:03.939130787,D,CLNE,,1,3.75
2023-12-20,9:30:04.005684866,Z,CLNE,,3,3.73
2023-12-20,9:30:04.072205989,D,CLNE,,1035,3.75
2023-12-20,9:30:04.269993873,D,CLNE,,1,3.7335
2023-12-20,9:30:04.340402274,D,CLNE,,3,3.7379
2023-12-20,9:30:04.508817485,D,CLNE,,1,3.75
2023-12-20,9:30:05.249528471,D,CLNE,,1,3.75
2023-12-20,9:30:05.303419129,D,CLNE,,3,3.75
2023-12-20,9:30:05.524087082,D,CLNE,,1,3.75
2023-12-20,9:30:06.065049207,K,CLNE,,10,3.72
2023-12-20,9:30:06.065321087,P,CLNE,,116,3.72
2023-12-20,9:30:06.065336972,P,CLNE,,122,3.72
2023-12-20,9:30:06.065347464,P,CLNE,,975,3.72
2023-12-20,9:30:06.065351601,P,CLNE,,31,3.72
2023-12-20,9:30:06.065359309,P,CLNE,,2275,3.72
2023-12-20,9:30:06.065363151,P,CLNE,,325,3.72
2023-12-20,9:30:06.065364191,P,CLNE,,325,3.72
2023-12-20,9:30:06.065368489,P,CLNE,,62,3.72
2023-12-20,9:30:06.065509842,P,CLNE,,769,3.72
2023-12-20,9:30:07.303295608,D,CLNE,,135,3.7285
2023-12-20,9:30:09.921229120,D,CLNE,,1,3.75
2023-12-20,9:30:09.932667412,D,CLNE,,1,3.75
2023-12-20,9:30:09.938671593,D,CLNE,,1,3.75
2023-12-20,9:30:10.342878727,D,CLNE,,1,3.75
2023-12-20,9:30:10.406341558,Q,CLNE,,24,3.73
2023-12-20,9:30:10.406353215,Q,CLNE,,76,3.73
2023-12-20,9:30:10.406355956,Q,CLNE,,100,3.73
2023-12-20,9:30:10.406357617,Q,CLNE,,5,3.73
2023-12-20,9:30:10.406360579,Q,CLNE,,200,3.73
2023-12-20,9:30:10.406363469,Q,CLNE,,100,3.73
2023-12-20,9:30:10.406465528,U,CLNE,,100,3.73
2023-12-20,9:30:10.406625660,U,CLNE,,100,3.73
2023-12-20,9:30:10.407037328,J,CLNE,,100,3.74
2023-12-20,9:30:10.407208459,J,CLNE,,100,3.74
2023-12-20,9:30:10.407371711,K,CLNE,,31,3.74
2023-12-20,9:30:10.407380435,J,CLNE,,100,3.74
2023-12-20,9:30:10.407388662,K,CLNE,,186,3.74
2023-12-20,9:30:10.407393729,K,CLNE,,117,3.74
2023-12-20,9:30:10.407454809,K,CLNE,,73,3.74
2023-12-20,9:30:10.408299628,D,CLNE,,200,3.74
2023-12-20,9:30:10.409569932,D,CLNE,,100,3.74
2023-12-20,9:30:10.409885740,D,CLNE,,100,3.74
2023-12-20,9:30:10.411451651,J,CLNE,,100,3.74
2023-12-20,9:30:10.412635398,J,CLNE,,100,3.74
2023-12-20,9:30:10.412921813,J,CLNE,,100,3.74
2023-12-20,9:30:10.416605329,J,CLNE,,100,3.74
2023-12-20,9:30:10.565051259,D,CLNE,,1,3.75
2023-12-20,9:30:10.639863541,D,CLNE,,1,3.75
2023-12-20,9:30:10.689424872,D,CLNE,,1,3.75
2023-12-20,9:30:10.747860865,D,CLNE,,1,3.75
2023-12-20,9:30:11.389268857,D,CLNE,,1,3.7388
2023-12-20,9:30:12.008286929,D,CLNE,,1,3.7388
2023-12-20,9:30:12.940580360,D,CLNE,,1,3.75
2023-12-20,9:30:13.481227754,D,CLNE,,1,3.75
2023-12-20,9:30:14.296907630,D,CLNE,,1,3.75
2023-12-20,9:30:14.374851022,D,CLNE,,1,3.75
2023-12-20,9:30:14.553328480,D,CLNE,,1,3.75
2023-12-20,9:30:14.704609334,D,CLNE,,1,3.75
2023-12-20,9:30:14.942618550,D,CLNE,,1,3.75
2023-12-20,9:30:15.067865897,D,CLNE,,1,3.7388
2023-12-20,9:30:15.269013907,D,CLNE,,1,3.75
2023-12-20,9:30:15.272117842,D,CLNE,,1,3.75
2023-12-20,9:30:15.438164998,D,CLNE,,2,3.7388
2023-12-20,9:30:15.536546511,D,CLNE,,1,3.75
2023-12-20,9:30:16.677017847,D,CLNE,,1,3.75
2023-12-20,9:30:16.678158425,D,CLNE,,1,3.75
2023-12-20,9:30:16.697896209,D,CLNE,,1,3.75
2023-12-20,9:30:16.825755797,D,CLNE,,1,3.75
2023-12-20,9:30:16.880442489,D,CLNE,,1,3.75
2023-12-20,9:30:16.893712133,D,CLNE,,1,3.75
2023-12-20,9:30:16.956578407,D,CLNE,,1,3.75
2023-12-20,9:30:17.043410768,D,CLNE,,1,3.75
2023-12-20,9:30:17.082774318,D,CLNE,,1,3.75
2023-12-20,9:30:17.698911785,Q,CLNE,,100,3.73
2023-12-20,9:30:17.699457848,N,CLNE,,100,3.73
2023-12-20,9:30:17.702945505,U,CLNE,,100,3.72
2023-12-20,9:30:19.195026812,D,CLNE,,1,3.75
2023-12-20,9:30:19.467743274,D,CLNE,,1,3.75
2023-12-20,9:30:19.588907763,D,CLNE,,1,3.75
2023-12-20,9:30:19.834337594,D,CLNE,,1,3.7287
2023-12-20,9:30:20.179312436,D,CLNE,,1,3.7287
2023-12-20,9:30:20.575209329,D,CLNE,,1,3.7287
2023-12-20,9:30:20.580985045,D,CLNE,,10,3.7287
2023-12-20,9:30:20.820348782,D,CLNE,,1,3.7496
2023-12-20,9:30:21.129989078,D,CLNE,,1,3.7498
2023-12-20,9:30:21.805770604,D,CLNE,,1,3.75
2023-12-20,9:30:22.196981129,D,CLNE,,1,3.75
2023-12-20,9:30:23.264107473,D,CLNE,,1,3.75
2023-12-20,9:30:23.505363145,J,CLNE,,100,3.72
2023-12-20,9:30:23.537659864,D,CLNE,,1,3.7487
2023-12-20,9:30:23.659636103,J,CLNE,,100,3.72
2023-12-20,9:30:23.659800830,Q,CLNE,,200,3.73
2023-12-20,9:30:23.660215930,K,CLNE,,100,3.73
2023-12-20,9:30:23.660328448,Z,CLNE,,100,3.73
2023-12-20,9:30:23.660438481,Z,CLNE,,100,3.73
2023-12-20,9:30:23.660819825,D,CLNE,,151,3.73
2023-12-20,9:30:23.661091388,Q,CLNE,,100,3.73
2023-12-20,9:30:23.661092987,Q,CLNE,,800,3.73
2023-12-20,9:30:23.661096430,Q,CLNE,,100,3.73
2023-12-20,9:30:23.661126320,U,CLNE,,100,3.73
2023-12-20,9:30:23.661221169,K,CLNE,,100,3.73
2023-12-20,9:30:23.661226762,K,CLNE,,100,3.73
2023-12-20,9:30:23.661229778,K,CLNE,,100,3.73
2023-12-20,9:30:23.661231530,Z,CLNE,,200,3.73
2023-12-20,9:30:23.661238926,Z,CLNE,,100,3.73
2023-12-20,9:30:23.661240648,Z,CLNE,,200,3.73
2023-12-20,9:30:23.661246414,Z,CLNE,,100,3.73
2023-12-20,9:30:23.661249782,Z,CLNE,,100,3.73
2023-12-20,9:30:23.661449335,P,CLNE,,100,3.73
2023-12-20,9:30:23.661520659,N,CLNE,,100,3.73
2023-12-20,9:30:25.420975868,J,CLNE,,5,3.73
2023-12-20,9:30:25.421449084,J,CLNE,,100,3.73
2023-12-20,9:30:25.667356981,J,CLNE,,100,3.73
2023-12-20,9:30:27.340482268,Q,CLNE,,5,3.735
2023-12-20,9:30:27.340484109,Q,CLNE,,300,3.73
2023-12-20,9:30:27.340486809,Q,CLNE,,151,3.73
2023-12-20,9:30:27.340489909,Q,CLNE,,95,3.73
2023-12-20,9:30:27.340519989,Q,CLNE,,5,3.73
2023-12-20,9:30:27.340774108,Z,CLNE,,200,3.73
2023-12-20,9:30:27.340777551,Z,CLNE,,400,3.73
2023-12-20,9:30:27.340779301,K,CLNE,,5,3.735
2023-12-20,9:30:27.340785372,K,CLNE,,100,3.73
2023-12-20,9:30:27.340787869,K,CLNE,,195,3.73
2023-12-20,9:30:27.340812186,K,CLNE,,5,3.73
2023-12-20,9:30:27.341025908,N,CLNE,,300,3.73
2023-12-20,9:30:51.622636480,J,CLNE,,5,3.72
2023-12-20,9:30:51.622724213,Q,CLNE,,100,3.72
2023-12-20,9:30:51.622726123,Q,CLNE,,100,3.72
2023-12-20,9:30:51.622728437,Q,CLNE,,5,3.72
2023-12-20,9:30:51.622770884,U,CLNE,,100,3.72
2023-12-20,9:30:51.622823632,Z,CLNE,,100,3.72
2023-12-20,9:30:51.622827502,Z,CLNE,,5,3.72
2023-12-20,9:30:51.623111798,P,CLNE,,100,3.72
2023-12-20,9:30:51.937588161,D,CLNE,,1000,3.7102
2023-12-20,9:30:55.946627417,D,CLNE,,1,3.7188
2023-12-20,9:30:55.963850156,D,CLNE,,1,3.7188
2023-12-20,9:30:55.985409092,D,CLNE,,1,3.7188
2023-12-20,9:30:56.002279917,D,CLNE,,1,3.7188
2023-12-20,9:30:56.004916713,D,CLNE,,1,3.7188
2023-12-20,9:30:58.894160805,D,CLNE,,26,3.7261
2023-12-20,9:30:59.434863678,Q,CLNE,,100,3.72
2023-12-20,9:30:59.434883222,Q,CLNE,,200,3.72
2023-12-20,9:30:59.435183251,U,CLNE,,42,3.72
2023-12-20,9:30:59.435183340,U,CLNE,,100,3.72
2023-12-20,9:31:16.694420501,J,CLNE,,100,3.725
2023-12-20,9:31:16.694543508,U,CLNE,,100,3.725
2023-12-20,9:31:16.694543594,U,CLNE,,100,3.725
2023-12-20,9:31:16.694543677,U,CLNE,,100,3.725
2023-12-20,9:31:16.694543785,U,CLNE,,45,3.72
2023-12-20,9:31:16.694883989,N,CLNE,,39,3.73
2023-12-20,9:31:16.694946751,N,CLNE,,61,3.73
2023-12-20,9:31:16.824153104,D,CLNE,,1800,3.72
2023-12-20,9:31:16.911215609,D,CLNE,,100,3.72
2023-12-20,9:31:16.911617056,Q,CLNE,,48,3.72
2023-12-20,9:31:16.911620562,K,CLNE,,100,3.72
2023-12-20,9:31:16.911624995,K,CLNE,,75,3.72
2023-12-20,9:31:16.911629685,Q,CLNE,,52,3.72
2023-12-20,9:31:16.911632141,Q,CLNE,,100,3.72
2023-12-20,9:31:16.911634097,Q,CLNE,,100,3.72
2023-12-20,9:31:16.911734438,Z,CLNE,,100,3.72
2023-12-20,9:31:16.911739030,Z,CLNE,,100,3.72
2023-12-20,9:31:16.911749455,U,CLNE,,55,3.72
2023-12-20,9:31:16.911749553,U,CLNE,,13,3.72
2023-12-20,9:31:16.911749645,U,CLNE,,100,3.72
2023-12-20,9:31:16.911847916,H,CLNE,,409,3.72
2023-12-20,9:31:16.911963082,P,CLNE,,100,3.72
2023-12-20,9:31:16.911964359,N,CLNE,,198,3.72
2023-12-20,9:31:16.911981486,N,CLNE,,102,3.72
2023-12-20,9:31:16.912159206,K,CLNE,,100,3.715
2023-12-20,9:31:16.917864255,Q,CLNE,,100,3.72
2023-12-20,9:31:17.017077282,Q,CLNE,,100,3.72
2023-12-20,9:31:17.205110805,D,CLNE,,48,3.715
2023-12-20,9:31:22.703122675,Q,CLNE,,100,3.725
2023-12-20,9:31:22.703124212,Q,CLNE,,200,3.72
2023-12-20,9:31:22.703126065,Q,CLNE,,100,3.72
2023-12-20,9:31:22.703127818,Q,CLNE,,600,3.72
2023-12-20,9:31:22.703129958,J,CLNE,,72,3.72
2023-12-20,9:31:22.703131798,Q,CLNE,,200,3.72
2023-12-20,9:31:22.703155120,Q,CLNE,,100,3.72
2023-12-20,9:31:22.703180473,Q,CLNE,,5,3.72
2023-12-20,9:31:22.703412026,Q,CLNE,,100,3.72
2023-12-20,9:31:22.703439153,K,CLNE,,61,3.72
2023-12-20,9:31:22.703439339,Q,CLNE,,100,3.72
2023-12-20,9:31:22.703449992,K,CLNE,,139,3.72
2023-12-20,9:31:22.703455838,Z,CLNE,,19,3.72
2023-12-20,9:31:22.703456246,K,CLNE,,100,3.72
2023-12-20,9:31:22.703459184,K,CLNE,,5,3.72
2023-12-20,9:31:22.703477203,Z,CLNE,,81,3.72
2023-12-20,9:31:22.703479740,Z,CLNE,,100,3.72
2023-12-20,9:31:22.703489115,U,CLNE,,51,3.72
2023-12-20,9:31:22.703489193,U,CLNE,,49,3.72
2023-12-20,9:31:22.703489339,U,CLNE,,100,3.72
2023-12-20,9:31:22.703489470,U,CLNE,,200,3.72
2023-12-20,9:31:22.703491585,Z,CLNE,,5,3.72
2023-12-20,9:31:22.703504568,N,CLNE,,700,3.72
2023-12-20,9:31:22.703514493,P,CLNE,,100,3.72
2023-12-20,9:31:22.703514567,P,CLNE,,100,3.72
2023-12-20,9:31:22.703514667,P,CLNE,,100,3.72
2023-12-20,9:31:22.703605306,H,CLNE,,9,3.72
2023-12-20,9:31:22.703605439,H,CLNE,,696,3.72
2023-12-20,9:31:22.703605556,H,CLNE,,495,3.72
2023-12-20,9:31:22.703883782,N,CLNE,,100,3.72
2023-12-20,9:31:22.891818954,J,CLNE,,5,3.71
2023-12-20,9:31:32.689873488,Q,CLNE,,5,3.715
2023-12-20,9:31:32.689874505,Q,CLNE,,1000,3.71
2023-12-20,9:31:32.689877141,Q,CLNE,,7,3.71
2023-12-20,9:31:32.689883413,Q,CLNE,,5,3.71
2023-12-20,9:31:32.689962207,P,CLNE,,403,3.71
2023-12-20,9:31:32.689977186,P,CLNE,,31,3.71
2023-12-20,9:31:32.689977277,P,CLNE,,31,3.71
2023-12-20,9:31:32.689982893,P,CLNE,,31,3.71
2023-12-20,9:31:32.689986840,P,CLNE,,62,3.71
2023-12-20,9:31:32.689999420,Z,CLNE,,5,3.71
2023-12-20,9:31:32.690033998,P,CLNE,,1542,3.71
2023-12-20,9:31:32.690791886,D,CLNE,,1,3.71
2023-12-20,9:31:32.691217411,K,CLNE,,2,3.7
2023-12-20,9:31:32.697376564,D,CLNE,,2,3.7
2023-12-20,9:31:41.263644270,J,CLNE,,100,3.71
2023-12-20,9:31:41.263660144,J,CLNE,,100,3.71
2023-12-20,9:31:41.263675418,J,CLNE,,400,3.71
2023-12-20,9:31:42.263620381,D,CLNE,,44,3.71
2023-12-20,9:31:42.268214124,D,CLNE,,6300,3.7
2023-12-20,9:31:42.597799364,D,CLNE,,26,3.7118
2023-12-20,9:31:53.264795028,D,CLNE,,1165,3.7034
2023-12-20,9:31:53.267120570,J,CLNE,,74,3.7
2023-12-20,9:31:53.267139066,J,CLNE,,26,3.7
2023-12-20,9:31:53.269063702,D,CLNE,,1,3.7
2023-12-20,9:31:54.283952081,Q,CLNE,,5,3.705
2023-12-20,9:31:54.283957124,Q,CLNE,,5,3.7
2023-12-20,9:31:54.283957227,Q,CLNE,,13,3.7
2023-12-20,9:31:54.283959737,Q,CLNE,,100,3.7
2023-12-20,9:31:54.283961629,Q,CLNE,,95,3.7
2023-12-20,9:31:54.283997869,Q,CLNE,,5,3.7
2023-12-20,9:31:54.284268740,Z,CLNE,,1,3.7
2023-12-20,9:31:54.284272071,K,CLNE,,1,3.705
2023-12-20,9:31:54.284283410,K,CLNE,,4,3.705
2023-12-20,9:31:54.284288326,Z,CLNE,,4,3.7
2023-12-20,9:31:54.284308661,K,CLNE,,98,3.7
2023-12-20,9:31:54.284325424,K,CLNE,,20,3.7
2023-12-20,9:31:54.284455560,Q,CLNE,,5,3.7
2023-12-20,9:31:54.284515873,P,CLNE,,1,3.7
2023-12-20,9:31:54.284534734,P,CLNE,,9,3.7
2023-12-20,9:31:54.284534812,P,CLNE,,81,3.7
2023-12-20,9:31:54.284534907,P,CLNE,,157,3.7
2023-12-20,9:31:54.284553587,P,CLNE,,1843,3.7
2023-12-20,9:31:54.586551709,D,CLNE,,40,3.7
2023-12-20,9:32:00.212830132,Z,CLNE,,4,3.69
2023-12-20,9:32:00.212860978,Q,CLNE,,5,3.69
2023-12-20,9:32:00.213199735,P,CLNE,,10,3.69
2023-12-20,9:32:01.792533881,D,CLNE,,1,3.68
2023-12-20,9:32:02.919407089,J,CLNE,,5,3.68
2023-12-20,9:32:02.919412782,Q,CLNE,,5,3.685
2023-12-20,9:32:02.919415499,Q,CLNE,,100,3.68
2023-12-20,9:32:02.919417981,Q,CLNE,,100,3.68
2023-12-20,9:32:02.919513851,Z,CLNE,,5,3.68
2023-12-20,9:32:02.919570708,K,CLNE,,5,3.685
2023-12-20,9:32:02.919580868,K,CLNE,,95,3.68
2023-12-20,9:32:02.919728873,K,CLNE,,5,3.68
2023-12-20,9:32:02.919791899,P,CLNE,,100,3.68
2023-12-20,9:32:10.530430960,B,CLNE,,100,3.675
2023-12-20,9:32:10.532625458,K,CLNE,,100,3.675
2023-12-20,9:32:10.532628925,K,CLNE,,100,3.675
2023-12-20,9:32:12.640952537,D,CLNE,,1000,3.6793
2023-12-20,9:32:13.549350470,Z,CLNE,,1,3.68
2023-12-20,9:32:13.549353421,Z,CLNE,,99,3.68
2023-12-20,9:32:13.549452892,Q,CLNE,,100,3.68
2023-12-20,9:32:13.549472219,Z,CLNE,,308,3.68
2023-12-20,9:32:13.549830648,P,CLNE,,100,3.68
2023-12-20,9:32:16.425660732,D,CLNE,,30,3.6926
2023-12-20,9:32:17.553806994,P,CLNE,,361,3.68
2023-12-20,9:32:18.525385219,Z,CLNE,,100,3.685
2023-12-20,9:32:30.152347824,Z,CLNE,,1,3.68
2023-12-20,9:32:33.287391594,Q,CLNE,,1,3.68
2023-12-20,9:32:33.305114369,N,CLNE,,100,3.67
2023-12-20,9:32:35.575719576,D,CLNE,,25,3.6796
2023-12-20,9:32:46.235046634,Q,CLNE,,1,3.68
2023-12-20,9:32:46.235048725,Q,CLNE,,100,3.68
2023-12-20,9:32:46.235050430,Q,CLNE,,136,3.68
2023-12-20,9:32:51.732775885,D,CLNE,,30,3.6794
2023-12-20,9:33:00.246840513,D,CLNE,,100,3.685
2023-12-20,9:33:00.252721539,Q,CLNE,,100,3.685
2023-12-20,9:33:05.443803348,D,CLNE,,2400,3.6899
2023-12-20,9:33:06.030732731,D,CLNE,,100,3.675
2023-12-20,9:33:06.928624469,D,CLNE,,2600,3.685
2023-12-20,9:33:11.245857468,V,CLNE,,100,3.685
2023-12-20,9:33:11.245970674,D,CLNE,,500,3.685
2023-12-20,9:33:11.246208058,D,CLNE,,100,3.685
2023-12-20,9:33:11.252249302,Q,CLNE,,100,3.69
2023-12-20,9:33:11.252251358,Q,CLNE,,100,3.69
2023-12-20,9:33:11.257957013,Q,CLNE,,100,3.69
2023-12-20,9:33:13.239961265,Q,CLNE,,5,3.69
2023-12-20,9:33:13.239962970,Q,CLNE,,200,3.69
2023-12-20,9:33:13.239992681,Q,CLNE,,200,3.69
2023-12-20,9:33:13.240292061,U,CLNE,,3,3.69
2023-12-20,9:33:13.240292158,U,CLNE,,42,3.69
2023-12-20,9:33:13.240292238,U,CLNE,,400,3.69
2023-12-20,9:33:13.240306326,U,CLNE,,445,3.69
2023-12-20,9:33:13.240306420,U,CLNE,,55,3.69
2023-12-20,9:33:13.240718788,V,CLNE,,10,3.69
2023-12-20,9:33:14.805251546,K,CLNE,,27,3.7
2023-12-20,9:33:14.805351360,K,CLNE,,73,3.7
2023-12-20,9:33:16.631812973,J,CLNE,,8,3.69
2023-12-20,9:33:16.631816421,J,CLNE,,64,3.69
2023-12-20,9:33:25.500767691,Q,CLNE,,1,3.69
2023-12-20,9:33:25.501152880,P,CLNE,,13,3.69
2023-12-20,9:33:39.662119592,D,CLNE,,30,3.6877
2023-12-20,9:33:49.744205269,Q,CLNE,,100,3.7
2023-12-20,9:33:49.744985670,V,CLNE,,7,3.7
2023-12-20,9:33:49.754814329,Q,CLNE,,100,3.7
2023-12-20,9:33:49.754845887,Q,CLNE,,200,3.7
2023-12-20,9:33:49.755411052,P,CLNE,,100,3.7
2023-12-20,9:33:53.073983356,D,CLNE,,50,3.705
2023-12-20,9:33:57.069428445,V,CLNE,,3,3.71
2023-12-20,9:33:57.090382997,K,CLNE,,17,3.71
2023-12-20,9:33:57.090383901,Z,CLNE,,38,3.71
2023-12-20,9:33:57.090392295,Z,CLNE,,352,3.71
2023-12-20,9:33:57.090545230,Q,CLNE,,100,3.71
2023-12-20,9:33:57.090546853,Q,CLNE,,100,3.71
2023-12-20,9:33:57.090633240,U,CLNE,,45,3.71
2023-12-20,9:33:57.090730746,P,CLNE,,1,3.71
2023-12-20,9:33:57.090769830,J,CLNE,,100,3.71
2023-12-20,9:33:57.090941402,Y,CLNE,,100,3.71
2023-12-20,9:34:00.621467352,J,CLNE,,100,3.72
2023-12-20,9:34:04.457187853,D,CLNE,,99,3.72
2023-12-20,9:34:04.460030038,D,CLNE,,1,3.72
2023-12-20,9:34:05.341203822,D,CLNE,,100,3.72
2023-12-20,9:34:07.277294971,Q,CLNE,,100,3.72
2023-12-20,9:34:07.277296545,Q,CLNE,,100,3.72
2023-12-20,9:34:07.277299138,Q,CLNE,,100,3.72
2023-12-20,9:34:07.277391491,Z,CLNE,,200,3.72
2023-12-20,9:34:07.277394684,Z,CLNE,,100,3.72
2023-12-20,9:34:07.277396257,U,CLNE,,100,3.72
2023-12-20,9:34:07.277396342,U,CLNE,,100,3.72
2023-12-20,9:34:07.277672462,P,CLNE,,100,3.72
2023-12-20,9:34:07.278187844,D,CLNE,,11,3.72
2023-12-20,9:34:07.278300268,D,CLNE,,1,3.72
2023-12-20,9:34:08.222547349,D,CLNE,,2,3.7298
2023-12-20,9:34:09.466709638,Q,CLNE,,100,3.73
2023-12-20,9:34:09.466798540,P,CLNE,,200,3.73
2023-12-20,9:34:11.683128799,K,CLNE,,2,3.73
2023-12-20,9:34:21.019495612,D,CLNE,,50,3.7301
2023-12-20,9:34:24.657123899,Q,CLNE,,7,3.735
2023-12-20,9:34:24.658188749,K,CLNE,,7,3.735
2023-12-20,9:34:24.662656034,D,CLNE,,2335,3.73
2023-12-20,9:34:25.393386226,D,CLNE,,27,3.7214
2023-12-20,9:34:28.626118138,D,CLNE,,18,3.7304
2023-12-20,9:34:29.726221180,D,CLNE,,8,3.73
2023-12-20,9:34:30.689828163,Q,CLNE,,100,3.74
2023-12-20,9:34:30.690947233,D,CLNE,,100,3.735
2023-12-20,9:35:00.146724768,D,CLNE,,100,3.74
2023-12-20,9:35:00.146976134,Q,CLNE,,75,3.74
2023-12-20,9:35:00.183434684,Q,CLNE,,25,3.74
2023-12-20,9:35:00.540066351,Q,CLNE,,75,3.74
2023-12-20,9:35:00.921523131,D,CLNE,,6,3.7321
2023-12-20,9:35:07.647378903,Q,CLNE,,100,3.74
2023-12-20,9:35:10.739906761,D,CLNE,,31,3.7387
2023-12-20,9:35:11.239057452,D,CLNE,,5000,3.7401
2023-12-20,9:35:16.476158886,D,CLNE,,500,3.7499
2023-12-20,9:35:20.328526624,Q,CLNE,,2,3.74
2023-12-20,9:35:20.328528731,Q,CLNE,,100,3.74
2023-12-20,9:35:20.328530581,Q,CLNE,,13,3.74
2023-12-20,9:35:20.329075213,P,CLNE,,13,3.74
2023-12-20,9:35:29.122147070,Q,CLNE,,46,3.74
2023-12-20,9:35:33.508038718,Q,CLNE,,1,3.74
2023-12-20,9:35:49.211912787,Q,CLNE,,1,3.74
2023-12-20,9:35:49.211920117,K,CLNE,,100,3.74
2023-12-20,9:35:50.839829302,K,CLNE,,100,3.74
2023-12-20,9:36:17.444624082,D,CLNE,,50,3.745
2023-12-20,9:36:20.795369237,Q,CLNE,,45,3.75
2023-12-20,9:36:20.795371631,Q,CLNE,,100,3.75
2023-12-20,9:36:20.795394659,Q,CLNE,,400,3.75
2023-12-20,9:36:20.795792997,H,CLNE,,100,3.75
2023-12-20,9:36:20.795922118,P,CLNE,,342,3.75
2023-12-20,9:36:20.796092918,V,CLNE,,21,3.75
2023-12-20,9:36:20.797227379,D,CLNE,,1,3.75
2023-12-20,9:36:20.797535932,D,CLNE,,11,3.75
2023-12-20,9:36:27.381237036,Q,CLNE,,100,3.75
2023-12-20,9:36:27.381239084,Q,CLNE,,13,3.75
2023-12-20,9:36:27.381246449,Q,CLNE,,500,3.75
2023-12-20,9:36:27.381634879,Q,CLNE,,486,3.75
2023-12-20,9:36:27.382984443,K,CLNE,,200,3.75
2023-12-20,9:36:27.382989142,K,CLNE,,100,3.75
2023-12-20,9:36:27.382994477,K,CLNE,,14,3.75
2023-12-20,9:36:27.383390956,N,CLNE,,100,3.75
2023-12-20,9:36:27.383439734,A,CLNE,,100,3.75
